,total_guests,temp,precip_sum,precip_hours,day,month,year,arrival_date,holiday_flag,is_weekend,is_weekday,yesterday,last_7_days,last_28_days
748,111,21.3,0.0,0.0,18,7,2017,2017-07-18,1,0,1,170.0,139.85714285714286,126.60714285714286
749,79,21.0,0.4,3.0,19,7,2017,2017-07-19,1,0,1,111.0,134.71428571428572,127.53571428571429
750,108,16.5,0.0,0.0,20,7,2017,2017-07-20,1,0,1,79.0,129.14285714285714,127.46428571428571
751,109,16.7,0.0,0.0,21,7,2017,2017-07-21,1,1,0,108.0,128.57142857142858,127.0
752,154,18.8,0.0,0.0,22,7,2017,2017-07-22,1,1,0,109.0,125.28571428571429,127.60714285714286
753,126,18.6,0.0,0.0,23,7,2017,2017-07-23,1,1,0,154.0,122.85714285714286,126.96428571428571
754,180,19.0,0.0,0.0,24,7,2017,2017-07-24,1,0,0,126.0,122.42857142857143,126.53571428571429
755,99,20.7,0.0,0.0,25,7,2017,2017-07-25,1,0,1,180.0,123.85714285714286,127.21428571428571
756,93,22.1,0.0,0.0,26,7,2017,2017-07-26,1,0,1,99.0,122.14285714285714,128.5
757,120,20.7,0.0,0.0,27,7,2017,2017-07-27,1,0,1,93.0,124.14285714285714,129.28571428571428
758,135,22.9,0.0,0.0,28,7,2017,2017-07-28,1,1,0,120.0,125.85714285714286,130.39285714285714
759,178,23.1,0.0,0.0,29,7,2017,2017-07-29,1,1,0,135.0,129.57142857142858,129.89285714285714
760,120,20.7,0.0,0.0,30,7,2017,2017-07-30,1,1,0,178.0,133.0,128.82142857142858
761,155,18.0,0.7,2.0,31,7,2017,2017-07-31,1,0,0,120.0,132.14285714285714,128.21428571428572
762,171,19.2,0.0,0.0,1,8,2017,2017-08-01,1,0,1,155.0,128.57142857142858,127.92857142857143
763,112,19.5,0.0,0.0,2,8,2017,2017-08-02,1,0,1,171.0,138.85714285714286,129.78571428571428
764,119,23.1,0.0,0.0,3,8,2017,2017-08-03,1,0,1,112.0,141.57142857142858,130.89285714285714
765,149,23.9,0.0,0.0,4,8,2017,2017-08-04,1,1,0,119.0,141.42857142857142,131.32142857142858
766,169,20.9,0.0,0.0,5,8,2017,2017-08-05,1,1,0,149.0,143.42857142857142,133.28571428571428
767,175,20.8,0.0,0.0,6,8,2017,2017-08-06,1,1,0,169.0,142.14285714285714,134.67857142857142
768,201,18.7,0.0,0.0,7,8,2017,2017-08-07,1,0,0,175.0,150.0,135.35714285714286
769,116,16.4,0.0,0.0,8,8,2017,2017-08-08,1,0,1,201.0,156.57142857142858,137.21428571428572
770,82,15.5,0.0,0.0,9,8,2017,2017-08-09,1,0,1,116.0,148.71428571428572,136.10714285714286
771,98,19.0,0.0,0.0,10,8,2017,2017-08-10,1,0,1,82.0,144.42857142857142,134.82142857142858
772,106,22.1,0.0,0.0,11,8,2017,2017-08-11,1,1,0,98.0,141.42857142857142,134.32142857142858
773,138,23.5,0.0,0.0,12,8,2017,2017-08-12,1,1,0,106.0,135.28571428571428,133.39285714285714
774,138,23.4,0.0,0.0,13,8,2017,2017-08-13,1,1,0,138.0,130.85714285714286,132.21428571428572
775,155,21.5,0.0,0.0,14,8,2017,2017-08-14,1,0,0,138.0,125.57142857142857,132.53571428571428
776,122,19.7,0.0,0.0,15,8,2017,2017-08-15,1,0,1,155.0,119.0,132.0
777,122,20.1,0.0,0.0,16,8,2017,2017-08-16,1,0,1,122.0,119.85714285714286,132.39285714285714
778,210,21.9,0.0,0.0,17,8,2017,2017-08-17,1,0,1,122.0,125.57142857142857,133.92857142857142
779,140,21.4,0.0,0.0,18,8,2017,2017-08-18,1,1,0,210.0,141.57142857142858,137.57142857142858
780,163,22.1,0.0,0.0,19,8,2017,2017-08-19,1,1,0,140.0,146.42857142857142,138.67857142857142
781,131,25.5,0.0,0.0,20,8,2017,2017-08-20,1,1,0,163.0,150.0,139.0
782,163,26.0,0.0,0.0,21,8,2017,2017-08-21,1,0,0,131.0,149.0,139.17857142857142
783,99,25.1,0.0,0.0,22,8,2017,2017-08-22,1,0,1,163.0,150.14285714285714,138.57142857142858
784,89,22.2,0.0,0.0,23,8,2017,2017-08-23,1,0,1,99.0,146.85714285714286,138.57142857142858
785,148,20.4,0.0,0.0,24,8,2017,2017-08-24,1,0,1,89.0,142.14285714285714,138.42857142857142
786,127,19.9,0.0,0.0,25,8,2017,2017-08-25,1,1,0,148.0,133.28571428571428,139.42857142857142
787,162,22.2,0.0,0.0,26,8,2017,2017-08-26,1,1,0,127.0,131.42857142857142,139.14285714285714
788,152,21.5,0.0,0.0,27,8,2017,2017-08-27,1,1,0,162.0,131.28571428571428,138.57142857142858
789,180,20.2,1.2,5.0,28,8,2017,2017-08-28,1,0,0,152.0,134.28571428571428,139.71428571428572
790,79,20.1,0.3,1.0,29,8,2017,2017-08-29,1,0,1,180.0,136.71428571428572,140.60714285714286
791,91,21.0,0.0,0.0,30,8,2017,2017-08-30,1,0,1,79.0,133.85714285714286,137.32142857142858
792,124,20.1,0.0,0.0,31,8,2017,2017-08-31,1,0,1,91.0,134.14285714285714,136.57142857142858
    
